name,park_name,city_name,state_name,country_name,popularity,length,elevation_gain,difficulty_rating,avg_rating,num_reviews,species_count,bio_category_count,abundance_total,conservation_total,num_features,num_activities,route_type_loop,route_type_out and back,route_type_point to point,principal component 1,principal component 2,principal component 3,principal component 4,Class
Hugh Norris Trail,Saguaro National Park,Tucson,Arizona,United States,11.8001,14323.126,729.996,3,4.5,103,1806,7,1628,94,2,3,0,1,0,-1.067597248284357,0.20440505038127046,-0.8575254155908302,1.2362711066177663,4
Safford Peak Trail,Saguaro National Park,Tucson,Arizona,United States,10.3328,3862.416,278.892,3,4.0,72,1806,7,1628,94,3,1,0,1,0,-1.2634019259952962,-0.10786769250532242,-1.526780249142519,1.0877189043604727,4
Gould Mine,Saguaro National Park,Tucson,Arizona,United States,10.0467,3701.482,115.824,3,4.5,65,1806,7,1628,94,2,4,1,0,0,-1.1423775684790478,0.3563240096808192,-0.6921614641354885,-1.7814531176139294,1
"Douglas Spring, Bridal Wreath Falls, Three Tank, Garwood Loop",Saguaro National Park,Tucson,Arizona,United States,9.9618,11426.314,381.9144,3,4.5,60,1806,7,1628,94,3,4,1,0,0,-1.0088656820174333,0.5773230886576183,-0.31783269221629185,-1.707817478629241,1
Valley View Overlook Trail,Saguaro National Park,Tucson,Arizona,United States,8.6324,1287.472,14.9352,1,4.0,61,1806,7,1628,94,5,4,0,1,0,-1.470417931905606,-0.6653288980927867,-0.9801424648803748,0.6835220371598649,4
Cactus Forest Loop Drive,Saguaro National Park,Tucson,Arizona,United States,8.6024,16576.202,213.9696,1,4.0,38,1806,7,1628,94,5,4,1,0,0,-1.155654073770982,0.2619769922078892,-0.35224208176266114,-2.0026202586628776,1
Loma Verde and Squeeze Pen Loop,Saguaro National Park,Vail,Arizona,United States,8.4605,5954.558,47.8536,3,4.5,56,1806,7,1628,94,2,4,1,0,0,-1.096547266447349,0.43327529077939125,-0.806084614639259,-1.801752805225885,1
Hope Camp,Saguaro National Park,Tucson,Arizona,United States,8.2704,10460.71,160.9344,3,4.5,45,1806,7,1628,94,3,5,0,1,0,-1.0953257212672398,0.00015601867828939916,-0.8215237702378454,0.9883152150504972,4
Garwood Trail,Saguaro National Park,Tucson,Arizona,United States,8.2525,5310.822,61.8744,1,4.5,39,1806,7,1628,94,2,2,0,1,0,-1.4397536616311601,-0.3795517943247429,-1.9340000629161638,0.8036668447045061,4
Garwood Dam To Douglas Spring Loop Trail,Saguaro National Park,Tucson,Arizona,United States,7.9559,10460.71,345.948,1,4.5,28,1806,7,1628,94,5,6,1,0,0,-1.1414816806343664,0.21198261365409357,0.06669824293339238,-2.045406437307433,1
Tanque Verde Ridge,Saguaro National Park,Vail,Arizona,United States,7.7075,5310.822,281.94,3,4.5,32,1806,7,1628,94,1,2,0,1,0,-1.134325424244725,0.14586921609118855,-1.9092048755983662,1.077339147921744,4
Freeman Homestead Nature Trail,Saguaro National Park,Tucson,Arizona,United States,7.6339,1770.274,32.9184,1,4.0,50,1806,7,1628,94,5,5,1,0,0,-1.303509886468384,-0.07264611534622599,-0.3963587020578148,-2.135443814512073,1
Sendero Esperanza Trail,Saguaro National Park,Tucson,Arizona,United States,7.5414,8046.7,316.992,3,4.0,35,1806,7,1628,94,4,5,0,1,0,-1.0210075854602194,0.06016974156327287,-0.7566438551586696,0.9705495001651984,4
Douglas Spring to Three Tank Trail Junction,Saguaro National Park,Tucson,Arizona,United States,7.479,7242.03,295.9608,3,4.0,20,1806,7,1628,94,2,4,0,1,0,-1.0104681289033155,0.18055071429644703,-1.4562646379786461,1.0080280675855564,4
Saguaro National Park West and Old Tucson Studios Scenic Drive,Saguaro National Park,Tucson,Arizona,United States,7.2569,63086.128,657.7584,1,4.5,14,1806,7,1628,94,3,2,1,0,0,-0.6120394609064457,1.4607747377481837,-0.6012970370049299,-1.625814881386859,1
Petroglyphs at King Canyon,Saguaro National Park,Tucson,Arizona,United States,7.1664,3540.548,88.6968,3,4.0,33,1806,7,1628,94,2,4,0,1,0,-1.1070680541120415,0.0043848727996277205,-1.5463097892436515,0.9506087833271267,4
Cactus Forest Trail,Saguaro National Park,Tucson,Arizona,United States,7.0254,16093.4,155.7528,3,4.0,35,1806,7,1628,94,5,7,0,1,0,-0.940302314973696,0.06684467244320268,-0.1627832312218195,0.9101241275529296,4
"Pink Hill, Loma Verde, Cholla Trail, and Cactus Forest Loop",Saguaro National Park,Tucson,Arizona,United States,6.8368,5310.822,23.7744,1,4.5,32,1806,7,1628,94,3,4,1,0,0,-1.277251756135726,0.12283646012940411,-0.9727228701794892,-2.068516558738243,1
Ridge View Trail,Saguaro National Park,Tucson,Arizona,United States,6.7822,3701.482,106.9848,3,4.5,27,1806,7,1628,94,4,4,0,1,0,-1.173513986940636,-0.11109314418040263,-0.9856029192226178,0.9346519470324633,4
Mica View Trail to Cactus Forest Trail,Saguaro National Park,Tucson,Arizona,United States,6.3801,3057.746,20.7264,1,4.0,25,1806,7,1628,94,4,4,1,0,0,-1.2549180793741548,0.09081005871078447,-0.9349330593915222,-2.11477568105255,1
Desert Ecology Trail,Saguaro National Park,Tucson,Arizona,United States,6.2729,482.802,2.7432,1,4.0,27,1806,7,1628,94,7,5,1,0,0,-1.312923719439348,-0.13810918721687984,-0.0897231131553258,-2.1970579139251525,1
Wildhorse Trail,Saguaro National Park,Tucson,Arizona,United States,5.8308,4988.954,91.7448,3,4.5,16,1806,7,1628,94,1,2,0,1,0,-1.1344244161153938,0.13829017884253483,-2.1207174676474327,1.0146994560625158,4
Tanque Verde Falls Viewpoint,Saguaro National Park,Tucson,Arizona,United States,5.7938,1126.538,61.8744,3,4.0,13,1806,7,1628,94,3,3,0,1,0,-1.1379794243366175,-0.019711339791595412,-1.6580625961323112,0.9230028256639281,4
Desert Discovery Nature Trail,Saguaro National Park,Tucson,Arizona,United States,5.7162,643.736,4.8768,1,4.0,26,1806,7,1628,94,8,4,1,0,0,-1.3462115741229688,-0.1622983923345337,-0.07526130003568643,-2.192376768880221,1
Thunderbird Trail,Saguaro National Park,Tucson,Arizona,United States,5.6144,6437.36,149.9616,3,3.5,27,1806,7,1628,94,4,4,0,1,0,-1.01390046904846,0.07579997935549744,-1.2687647894668161,0.9183495268664046,4
Cactus Wren Trail,Saguaro National Park,Tucson,Arizona,United States,5.3994,6276.426,56.9976,3,4.0,23,1806,7,1628,94,3,5,1,0,0,-0.9359526933737772,0.5811108075561635,-0.7683789090830568,-1.8885785122114387,1
"Scenic, Passey, Packrat Trail Loop",Saguaro National Park,Cortaro,Arizona,United States,5.0684,2735.878,80.772,1,4.0,18,1806,7,1628,94,4,4,1,0,0,-1.2051281543944423,0.1747676751582716,-1.0113302031564875,-2.1176950466795903,1
Mica Mountain via Douglas Spring and Cow Head Saddle Trail,Saguaro National Park,Tucson,Arizona,United States,5.05,40877.236,1961.9976,7,4.5,7,1806,7,1628,94,2,5,0,1,0,0.23182500385961333,2.3186413946888655,0.010173777479404629,1.9157257869400053,2
Redington OHV Trail,Saguaro National Park,Willow Canyon,Arizona,United States,5.0108,39267.896,750.7224,1,4.5,10,1806,7,1628,94,4,1,0,0,1,-0.14508778002782416,2.0041087620014566,-0.5894077879810337,-0.17939899654690994,4
Hope Camp Coyote Wash and Ruiz Trail Loop,Saguaro National Park,Vail,Arizona,United States,4.9944,9334.172,142.9512,3,4.5,15,1806,7,1628,94,3,5,1,0,0,-0.9148162780094228,0.6667122168625347,-0.6260534239131963,-1.849111184607102,1
Tanque Verde Falls Beach,Saguaro National Park,Vail,Arizona,United States,4.8374,1287.472,29.8704,1,4.0,14,1806,7,1628,94,5,4,0,1,0,-1.3399323127456826,-0.44599596430435284,-1.3067473651978014,0.6362829803082677,4
Shantz and Mica View Trail,Saguaro National Park,Tucson,Arizona,United States,4.5595,4184.284,36.8808,3,4.5,15,1806,7,1628,94,2,4,1,0,0,-0.9924882475271267,0.6039645373939314,-1.1500228556978063,-1.861121218360113,1
Coyote Pass Loop Trail,Saguaro National Park,Tucson,Arizona,United States,4.3271,9173.238,159.7152,1,4.0,10,1806,7,1628,94,2,4,1,0,0,-1.0597425447118847,0.47823185003394164,-1.4482535788823758,-2.0518198864902355,1
Turkey Creek,Saguaro National Park,Benson,Arizona,United States,4.1951,19473.014,1199.9976,5,4.0,5,1806,7,1628,94,2,4,0,1,0,-0.34856569079978406,1.3180464561974565,-1.0401127946851003,1.4388305553126344,4
Cactus Canyon and Gila Monster Loop via Thunderbird Trail,Saguaro National Park,Tucson,Arizona,United States,4.1854,9656.04,223.7232,3,3.5,15,1806,7,1628,94,2,2,1,0,0,-0.8436805686296006,0.8939378742885842,-1.682431975196009,-1.7823483277527647,1
Panther Peak Wash - Roadrunner Loop,Saguaro National Park,Tucson,Arizona,United States,4.1242,6759.228,57.912,3,3.0,16,1806,7,1628,94,1,2,1,0,0,-0.8495669907046982,0.8554150824214855,-2.12372192969929,-1.8296710383927914,1
Manning Camp Trail,Saguaro National Park,Benson,Arizona,United States,4.0726,24783.836,1391.7168,5,4.5,3,1806,7,1628,94,4,5,0,1,0,-0.2981146586599929,1.3563173548204162,-0.16529310106032682,1.4633192119607006,4
Vertical Cliffs Trail to Abington Trail Loop,Saguaro National Park,Tucson,Arizona,United States,3.9491,6115.492,76.8096,1,3.5,15,1806,7,1628,94,5,4,1,0,0,-1.1185524399584241,0.25771279638174716,-0.9490973426436476,-2.141826711919449,1
Bajada Loop Drive,Saguaro National Park,Tucson,Arizona,United States,3.7293,8368.568,129.8448,1,3.5,7,1806,7,1628,94,4,2,1,0,0,-1.1098338753920785,0.4130823375161856,-1.5411961180683718,-2.0648566737293526,1
"Hope Campe, Ruiz Trail, and Coyote Wash Trail",Saguaro National Park,Vail,Arizona,United States,3.7194,9012.304,139.9032,3,4.5,9,1806,7,1628,94,3,4,1,0,0,-0.9137704894088764,0.7224865450720998,-0.9024668670009482,-1.8412718125180245,1
Wild Horse to Garwood Dam,Saguaro National Park,Tucson,Arizona,United States,3.6987,6276.426,100.8888,1,5.0,5,1806,7,1628,94,1,4,0,1,0,-1.2562404400848148,-0.11668453114102824,-1.9922789779286796,0.7470896642666339,4
Cam-Boh Trail,Saguaro National Park,Tucson,Arizona,United States,3.4699,7885.766,69.7992,3,3.5,10,1806,7,1628,94,1,2,0,1,0,-0.9592015845595406,0.34856391279557364,-2.50688434023424,0.9734301343911201,4
"Shantz, Mesquite, Loma and Cholla Trail Loop",Saguaro National Park,Tucson,Arizona,United States,3.2165,8207.634,57.912,1,4.0,9,1806,7,1628,94,1,4,1,0,0,-1.0514486802916256,0.5097099536328239,-1.7884206643051777,-2.0725035861558516,1
Cow Head Saddle Trail,Saguaro National Park,Vail,Arizona,United States,2.9406,41842.84,2309.7744,5,4.5,2,1806,7,1628,94,5,3,0,1,0,0.06799183578833255,2.112180118816156,0.08981803260313208,1.7534187692091094,2
Ironwood Forest Picture Rocks Wash Trail,Saguaro National Park,Cortaro,Arizona,United States,2.6464,6276.426,83.82,3,4.0,5,1806,7,1628,94,2,4,1,0,0,-0.8599284521567763,0.7871143742744242,-1.377295789369075,-1.875742366480057,1
Encinas Trail from Ez-Kim-In-Zin Picnic Area,Saguaro National Park,Tucson,Arizona,United States,2.4255,11748.182,203.9112,3,3.5,3,1806,7,1628,94,4,2,0,1,0,-0.9145733474862549,0.3618754028179091,-1.8106620243328306,0.9641099701297097,4
Valley View and Wild Dog Trails,Saguaro National Park,Tucson,Arizona,United States,2.33,4345.218,75.8952,3,3.0,2,1806,7,1628,94,4,4,1,0,0,-0.8145848594895927,0.7276661495621803,-1.217056549341483,-1.9472800931472762,1
"Shantz, Vanover, Loma Verde, Cholla, Cactus Forest Trail Loop",Saguaro National Park,Tucson,Arizona,United States,2.2593,8207.634,37.7952,3,3.5,7,1806,7,1628,94,3,1,1,0,0,-0.9076590967043414,0.8086769642453742,-1.8403872624639839,-1.8380898936922794,1
"Hugh Norris, Sendero Esperanza, Dobbie Wash Loop",Saguaro National Park,Tucson,Arizona,United States,2.005,10299.776,377.952,3,4.0,4,1806,7,1628,94,1,4,1,0,0,-0.7044094015713925,1.086523017115444,-1.5142566518584109,-1.7877892645691114,1
Hope Camp to Grass Shack Camp Trail,Saguaro National Park,Vail,Arizona,United States,1.894,15449.664,839.724,7,4.5,3,1806,7,1628,94,7,8,0,0,1,0.497449896722465,2.5311763513753616,1.6938434113451866,0.1579687401993383,2
Arizona Trail: Savilla Campground to Saguaro National Park,Saguaro National Park,Vail,Arizona,United States,1.6602,13196.588,109.728,3,0.0,0,1806,7,1628,94,2,4,0,0,1,0.2772586702612527,2.129817672417752,-2.0906961388793084,-0.41036118018728757,4
"Douglas Spring, Converse, Garwood  and Wildhorse Loop",Saguaro National Park,Tucson,Arizona,United States,1.0393,5471.756,55.7784,1,5.0,1,1806,7,1628,94,4,5,1,0,0,-1.145889866479964,0.30305817922974293,-0.8282178873211159,-2.145471774218495,1
Redington Pass Chiva Falls OHV Loop,Saguaro National Park,Vail,Arizona,United States,0.0,32830.536,941.832,3,0.0,0,1806,7,1628,94,1,2,1,0,0,0.03619570612303902,2.1510472028608723,-2.631739345635708,-1.651425551247709,1
Blue Mesa Trail,Petrified Forest National Park,Holbrook,Arizona,United States,15.5733,1448.406,32.9184,1,4.5,163,818,7,572,79,4,2,1,0,0,-2.6164014790402677,-0.013628886259992564,-0.2972338524885238,-1.8964470062785026,1
Crystal Forest Trail,Petrified Forest National Park,Petrified Forest National Park,Arizona,United States,11.5545,1448.406,10.9728,1,4.5,95,818,7,572,79,4,3,1,0,0,-2.444263903699003,0.22067510424872383,-0.5142222470345518,-1.9844184329006596,1
Painted Desert Rim Trail,Petrified Forest National Park,Chambers,Arizona,United States,10.9378,1770.274,11.8872,1,4.0,61,818,7,572,79,3,3,0,1,0,-2.4270929803216292,-0.13309876232317824,-1.4588002156136546,0.7883541836944223,4
Petrified Forest Scenic Drive,Petrified Forest National Park,Chambers,Arizona,United States,10.9165,46027.124,297.7896,3,4.5,52,818,7,572,79,4,2,0,0,1,-1.0623591638848964,2.421319156405586,0.2174942400476115,0.055255899832039504,2
Giant Logs Trail,Petrified Forest National Park,Holbrook,Arizona,United States,9.1802,965.604,10.9728,1,4.0,52,818,7,572,79,5,4,1,0,0,-2.3011359610433346,0.3396950880752409,-0.47080505585887344,-2.0750412555785505,1
Onyx Bridge Trail,Petrified Forest National Park,Chambers,Arizona,United States,8.7642,7402.964,134.7216,3,4.0,59,818,7,572,79,4,3,1,0,0,-2.006600300929125,0.907861496989675,-0.5592491020382278,-1.7614959678906463,1
Long Logs and Agate House Loop Trail,Petrified Forest National Park,Holbrook,Arizona,United States,8.5243,3379.614,24.9936,1,4.0,46,818,7,572,79,7,2,1,0,0,-2.3525464150136006,0.3212953968091514,-0.40155160739411444,-2.051631188782373,1
Puerco Pueblo Trail,Petrified Forest National Park,Chambers,Arizona,United States,7.0465,482.802,2.7432,1,4.0,41,818,7,572,79,3,4,1,0,0,-2.2105437350901584,0.5363736669353804,-1.0901401382608427,-2.0722762898381477,1
Devil's Playground Loop,Petrified Forest National Park,Sun Valley,Arizona,United States,6.9205,12070.05,144.78,3,4.5,19,818,7,572,79,4,4,1,0,0,-1.9026932515217412,1.078150929616879,-0.40112926155020967,-1.777782343579164,1
Old Jasper Forest Road,Petrified Forest National Park,Petrified Forest National Park,Arizona,United States,5.9341,4184.284,53.9496,1,4.5,22,818,7,572,79,3,1,1,0,0,-2.2557213706965746,0.6778521886865032,-1.5721911754261626,-1.9781158215996837,1
Painted Desert Rim Trail to Kachina Point,Petrified Forest National Park,Chambers,Arizona,United States,5.2572,1770.274,12.8016,1,4.0,12,818,7,572,79,2,4,0,1,0,-2.2066807001998012,0.20233531551625608,-1.951258970749063,0.7130596826612979,4
Martha's Butte,Petrified Forest National Park,Petrified Forest National Park,Arizona,United States,4.3654,4345.218,22.86,3,4.5,9,818,7,572,79,5,4,0,1,0,-2.0578694417494194,0.40891199988730553,-0.9288182759190556,0.9104134098411104,4
Blue Hills Loop,Petrified Forest National Park,Chambers,Arizona,United States,4.0307,3862.416,67.9704,3,4.5,9,818,7,572,79,4,1,1,0,0,-2.0144145209844275,1.0400127701332949,-1.2482726936104571,-1.7910081836227192,1
Martha's Butte Off-Trail Route,Petrified Forest National Park,Petrified Forest National Park,Arizona,United States,3.9609,3057.746,17.9832,1,4.0,11,818,7,572,79,4,4,0,1,0,-2.201966766336095,0.16333754414262466,-1.5529436014818523,0.6799192754348883,4
First Forest Point,Petrified Forest National Park,Holbrook,Arizona,United States,2.3582,7081.096,87.7824,3,3.0,2,818,7,572,79,2,2,0,1,0,-1.8190653742037313,0.8690046524460685,-2.4590808880939976,0.9642443571573961,4
Sunset Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,12.9365,20921.42,722.9856,5,4.0,103,1531,12,1231,33,5,4,1,0,0,-0.9785440989051349,0.946226533452425,1.007531912017361,-1.5441514876590057,1
West Mountain Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,12.1636,3057.746,107.8992,3,4.5,104,1531,12,1231,33,6,5,1,0,0,-1.5451113807338253,-0.0715013121072175,0.9050135675491643,-2.0048595217206313,1
Goat Rock Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,11.2556,3862.416,115.824,3,4.5,73,1531,12,1231,33,6,6,0,1,0,-1.5552205515525614,-0.5077507975571284,0.5002218768231647,0.7468964793275525,4
Gulpha Gorge Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,9.7609,1931.208,116.7384,3,4.0,75,1531,12,1231,33,5,4,0,1,0,-1.5318344280539313,-0.38101842920683227,-0.32697689479831205,0.7727740018336804,4
The Grand Promenade and Side Trails,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,8.5459,1931.208,33.8328,3,4.0,57,1531,12,1231,33,3,3,1,0,0,-1.4063197441017272,0.2974509905401976,-0.639778511177315,-1.998751855257012,1
Dead Chief Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,8.1484,4345.218,121.92,3,4.0,53,1531,12,1231,33,5,5,0,1,0,-1.4231259391960587,-0.25029805537377087,-0.26376711436285677,0.7399122378358425,4
Hot Springs Mountain Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,7.9948,5310.822,204.8256,1,4.0,56,1531,12,1231,33,4,2,1,0,0,-1.5677025622149656,0.0864567905083464,-0.7722728878624423,-2.1655595598987176,1
Peak Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,7.7461,2092.142,108.8136,1,3.5,64,1531,12,1231,33,5,1,0,1,0,-1.7231064631068223,-0.5610613117106173,-1.3837030667134147,0.5844109868067501,4
Sugarloaf Mountain Via Sunset Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,7.1485,11426.314,592.836,3,4.0,22,1531,12,1231,33,5,2,0,1,0,-1.2636313310283203,0.21219876515507843,-0.7269833693205996,0.9183197824247202,4
Goat Rock via Dead Chief Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,5.4308,2092.142,87.7824,3,4.5,22,1531,12,1231,33,3,4,0,1,0,-1.4031765949475585,-0.07618670979297447,-1.0459130009802198,0.7534148598825688,4
Grand Promenade,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,5.3992,1126.538,20.7264,1,3.5,23,1531,12,1231,33,6,3,0,1,0,-1.6298325440683212,-0.5426813096208664,-1.0553872359599583,0.46546627217778064,4
Hot Springs Sunset Trail Full Circle,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,5.2795,20599.552,680.9232,7,4.0,10,1531,12,1231,33,6,6,1,0,0,-0.49558033819360675,1.6014956584321003,1.1583220061416715,-1.4943369347971271,1
Sunset Trail: Sugarloaf Mountain Section,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,5.2031,4667.086,183.7944,3,4.0,15,1531,12,1231,33,2,2,0,0,1,-0.5788331090876699,1.537773166523641,-0.97101554198947,-0.4117730508925861,4
Upper Dogwood Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,3.7307,2253.076,68.8848,1,3.5,15,1531,12,1231,33,9,7,1,0,0,-1.4065854949424554,-0.09287904283310554,0.7577458530378014,-2.461238308799308,1
Mountaintop Loop,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,3.3401,2092.142,112.776,1,4.0,6,1531,12,1231,33,4,4,1,0,0,-1.4165320771468874,0.21997035603996778,-0.8532086510755997,-2.304278660054338,1
Lower Dogwood Trail,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,3.1454,2574.944,123.7488,1,3.5,10,1531,12,1231,33,7,5,1,0,0,-1.389881182336877,0.09589286706962777,-0.09743190459236796,-2.3803317998332463,1
Vernal and Nevada Falls via the Mist Trail,Yosemite National Park,Yosemite Valley,California,United States,68.1488,10299.776,667.8168,3,5.0,1869,2043,6,749,92,8,4,1,0,0,-4.355947072141441,-4.24932262918595,8.69413587697697,-0.4769326236701316,3
Upper Yosemite Falls Trail,Yosemite National Park,Yosemite Valley,California,United States,53.628,11587.248,967.74,7,5.0,1351,2043,6,749,92,7,4,0,1,0,-3.1586376958631757,-2.5719099164150414,6.4995177817305505,2.5117332635225487,3
